Entity,Code,Year,LE,HE,Population,Continent
Singapore,SGP,1949,,,984038,
Singapore,SGP,1950,,,1022095,
Singapore,SGP,1951,,,1067797,
Singapore,SGP,1952,,,1119932,
Singapore,SGP,1953,,,1177580,
Singapore,SGP,1954,,,1239692,
Singapore,SGP,1955,,,1305103,
Singapore,SGP,1956,,,1372516,
Singapore,SGP,1957,,,1440490,
Singapore,SGP,1958,,,1507544,
Singapore,SGP,1959,,,1572174,
Singapore,SGP,1960,65.65982819,,1633133,
Singapore,SGP,1961,66.08719635,,1689600,
Singapore,SGP,1962,66.43224335,,1741457,
Singapore,SGP,1963,66.70080566,,1789374,
Singapore,SGP,1964,66.91021729,,1834517,
Singapore,SGP,1965,67.0858078,,1877826,
Singapore,SGP,1966,67.25595093,,1919274,
Singapore,SGP,1967,67.44573212,,1958735,
Singapore,SGP,1968,67.67372894,,1996870,
Singapore,SGP,1969,67.95107269,,2034514,
Singapore,SGP,1970,68.27941132,,2072284,
Singapore,SGP,1971,68.65046692,,2110958,
Singapore,SGP,1972,69.04290009,,2150498,
Singapore,SGP,1973,69.44031525,,2189609,
Singapore,SGP,1974,69.83477783,,2226377,
Singapore,SGP,1975,70.21970367,,2259721,
Singapore,SGP,1976,70.59397888,,2288860,
Singapore,SGP,1977,70.96089935,,2314988,
Singapore,SGP,1978,71.32334137,,2341401,
Singapore,SGP,1979,71.68273163,,2372594,
Singapore,SGP,1980,72.19024658,,2411690,
Singapore,SGP,1981,72.5878067,,2460503,
Singapore,SGP,1982,72.68780518,,2517983,
Singapore,SGP,1983,73.03658295,,2580915,
Singapore,SGP,1984,73.29024506,,2644495,
Singapore,SGP,1985,73.89024353,,2705537,
Singapore,SGP,1986,74.24633789,,2762442,
Singapore,SGP,1987,74.54878235,,2816974,
Singapore,SGP,1988,74.69756317,,2873279,
Singapore,SGP,1989,74.94634247,,2937277,
Singapore,SGP,1990,75.29512024,,3012968,
Singapore,SGP,1991,75.64633942,,3101144,
Singapore,SGP,1992,75.94634247,,3199642,
Singapore,SGP,1993,76.04634094,,3305801,
Singapore,SGP,1994,76.19756317,,3415701,
Singapore,SGP,1995,76.29512024,,3525964,
Singapore,SGP,1996,76.59512329,,3638177,
Singapore,SGP,1997,76.89756012,,3752131,
Singapore,SGP,1998,77.30000305,,3860721,
Singapore,SGP,1999,77.55121613,,3954741,
Singapore,SGP,2000,77.95121765,1465.142578,4028872,
Singapore,SGP,2001,78.2512207,1384.789185,4077150,
Singapore,SGP,2002,78.55121613,1541.760864,4104407,
Singapore,SGP,2003,79.03902435,1752.514038,4129227,
Singapore,SGP,2004,79.490242,1706.291138,4177202,
Singapore,SGP,2005,79.990242,1781.323364,4265693,
Singapore,SGP,2006,80.14146423,1875.189087,4402324,
Singapore,SGP,2007,80.44145966,1951.566528,4578629,
Singapore,SGP,2008,80.79024506,2187.753662,4775810,
Singapore,SGP,2009,81.24146271,2257.585205,4966614,
Singapore,SGP,2010,81.54146576,2385.83252,5131170,
Singapore,SGP,2011,81.74390411,2489.595703,5263640,
Singapore,SGP,2012,81.99512482,2701.980957,5369469,
Singapore,SGP,2013,82.24633789,3028.52124,5453732,
Singapore,SGP,2014,82.49512482,3235.425537,5525628,
Singapore,SGP,2015,82.74390411,3598.990723,5592143,Asia
Singapore,SGP,2016,82.84634399,3894.942871,5653625,
Singapore,SGP,2017,83.09512329,4091.44043,5708042,
Singapore,SGP,2018,83.29756165,4035.607178,5757503,
Singapore,SGP,2019,83.59512329,4102.273438,5804343,
Singapore,SGP,2020,83.74390411,,5850343,
Singapore,SGP,2021,,,5896684,
Slovenia,SVN,1900,,,950738,
Slovenia,SVN,1901,,,959183,
Slovenia,SVN,1902,,,967703,
Slovenia,SVN,1903,,,976299,
Slovenia,SVN,1904,,,984972,
Slovenia,SVN,1905,,,993721,
Slovenia,SVN,1906,,,1002548,
Slovenia,SVN,1907,,,1011453,
Slovenia,SVN,1908,,,1020438,
Slovenia,SVN,1909,,,1029502,
Slovenia,SVN,1910,,,1038647,
Slovenia,SVN,1911,,,1047873,
Slovenia,SVN,1912,,,1057181,
Slovenia,SVN,1913,,,1066572,
Slovenia,SVN,1914,,,1076046,
Slovenia,SVN,1915,,,1085604,
Slovenia,SVN,1916,,,1095247,
Slovenia,SVN,1917,,,1104976,
Slovenia,SVN,1918,,,1114704,
Slovenia,SVN,1919,,,1124518,
Slovenia,SVN,1920,,,1134418,
Slovenia,SVN,1921,,,1144405,
Slovenia,SVN,1922,,,1154480,
Slovenia,SVN,1923,,,1164643,
Slovenia,SVN,1924,,,1174897,
Slovenia,SVN,1925,,,1185240,
Slovenia,SVN,1926,,,1195675,
Slovenia,SVN,1927,,,1206201,
Slovenia,SVN,1928,,,1216820,
Slovenia,SVN,1929,,,1227532,
Slovenia,SVN,1930,,,1238339,
Slovenia,SVN,1931,,,1249241,
Slovenia,SVN,1932,,,1260239,
Slovenia,SVN,1933,,,1271334,
Slovenia,SVN,1934,,,1282527,
Slovenia,SVN,1935,,,1293818,
Slovenia,SVN,1936,,,1305208,
Slovenia,SVN,1937,,,1316699,
Slovenia,SVN,1938,,,1328290,
Slovenia,SVN,1939,,,1339984,
Slovenia,SVN,1940,,,1351781,
Slovenia,SVN,1941,,,1363682,
Slovenia,SVN,1942,,,1375687,
Slovenia,SVN,1943,,,1387798,
Slovenia,SVN,1944,,,1400016,
Slovenia,SVN,1945,,,1412342,
Slovenia,SVN,1946,,,1424775,
Slovenia,SVN,1947,,,1437319,
Slovenia,SVN,1948,,,1449973,
Slovenia,SVN,1949,,,1461901,
Slovenia,SVN,1950,,,1473093,
Slovenia,SVN,1951,,,1481629,
Slovenia,SVN,1952,,,1491677,
Slovenia,SVN,1953,,,1502835,
Slovenia,SVN,1954,,,1514790,
Slovenia,SVN,1955,,,1527207,
Slovenia,SVN,1956,,,1539788,
Slovenia,SVN,1957,,,1552256,
Slovenia,SVN,1958,,,1564362,
Slovenia,SVN,1959,,,1575868,
Slovenia,SVN,1960,68.97805023,,1586628,
Slovenia,SVN,1961,68.97805023,,1596554,
Slovenia,SVN,1962,68.97805023,,1605640,
Slovenia,SVN,1963,68.62194824,,1614019,
Slovenia,SVN,1964,68.663414,,1621886,
Slovenia,SVN,1965,68.36585236,,1629439,
Slovenia,SVN,1966,69.01219177,,1636661,
Slovenia,SVN,1967,69.36585236,,1643695,
Slovenia,SVN,1968,68.91707611,,1651090,
Slovenia,SVN,1969,68.36097717,,1659562,
Slovenia,SVN,1970,68.60975647,,1669584,
Slovenia,SVN,1971,68.83414459,,1681432,
Slovenia,SVN,1972,69.05854034,,1694979,
Slovenia,SVN,1973,69.40487671,,1709978,
Slovenia,SVN,1974,70.1609726,,1725971,
Slovenia,SVN,1975,70.35853577,,1742621,
Slovenia,SVN,1976,70.30731964,,1759721,
Slovenia,SVN,1977,70.55609894,,1777315,
Slovenia,SVN,1978,70.70243835,,1795643,
Slovenia,SVN,1979,70.85366058,,1815106,
Slovenia,SVN,1980,71.10488129,,1835842,
Slovenia,SVN,1981,71.20487976,,1857851,
Slovenia,SVN,1982,71.05365753,,1880707,
Slovenia,SVN,1983,70.54146576,,1903548,
Slovenia,SVN,1984,70.9024353,,1925312,
Slovenia,SVN,1985,71.35121918,,1945129,
Slovenia,SVN,1986,71.80243683,,1962870,
Slovenia,SVN,1987,72.00244141,,1978498,
Slovenia,SVN,1988,72.44634247,,1991387,
Slovenia,SVN,1989,72.70487976,,2000832,
Slovenia,SVN,1990,73.20487976,,2006404,
Slovenia,SVN,1991,73.35366058,,2007780,
Slovenia,SVN,1992,73.30487823,,2005352,
Slovenia,SVN,1993,73.25366211,,2000560,
Slovenia,SVN,1994,73.40487671,,1995326,
Slovenia,SVN,1995,73.95853424,,1991126,
Slovenia,SVN,1996,74.45853424,,1988580,
Slovenia,SVN,1997,74.70731354,,1987457,
Slovenia,SVN,1998,74.80731964,,1987384,
Slovenia,SVN,1999,75.009758,,1987625,
Slovenia,SVN,2000,75.4121933,1406.265137,1987710,
Slovenia,SVN,2001,75.75853729,1494.484863,1987457,
Slovenia,SVN,2002,76.00731659,1624.022339,1987265,
Slovenia,SVN,2003,76.85853577,1708.695068,1987855,
Slovenia,SVN,2004,77.20731354,1806.14917,1990226,
Slovenia,SVN,2005,77.61219788,1910.00293,1994979,
Slovenia,SVN,2006,78.086586,2012.994507,2002427,
Slovenia,SVN,2007,78.56097412,2076.359375,2012128,
Slovenia,SVN,2008,78.76585388,2338.09668,2023049,
Slovenia,SVN,2009,78.97073364,2362.134277,2033807,
Slovenia,SVN,2010,79.42195129,2387.07373,2043336,
Slovenia,SVN,2011,79.97073364,2472.896729,2051277,
Slovenia,SVN,2012,80.12438965,2533.1604,2057826,
Slovenia,SVN,2013,80.32195282,2621.224121,2063120,
Slovenia,SVN,2014,81.07804871,2625.701904,2067487,
Slovenia,SVN,2015,80.77561188,2688.69751,2071199,Europe
Slovenia,SVN,2016,81.1756134,2873.208008,2074205,
Slovenia,SVN,2017,81.02926636,2998.323486,2076395,
Slovenia,SVN,2018,81.37805176,3334.94458,2077835,
Slovenia,SVN,2019,81.52926636,3629.014404,2078654,
Slovenia,SVN,2020,80.53170776,,2078931,
Slovenia,SVN,2021,,,2078723,
South Korea,KOR,1900,,,9368981,
South Korea,KOR,1901,,,9371336,
South Korea,KOR,1902,,,9376517,
South Korea,KOR,1903,,,9384522,
South Korea,KOR,1904,,,9392521,
South Korea,KOR,1905,,,9400514,
South Korea,KOR,1906,,,9408502,
South Korea,KOR,1907,,,9416484,
South Korea,KOR,1908,,,9424460,
South Korea,KOR,1909,,,9458421,
South Korea,KOR,1910,,,9518738,
South Korea,KOR,1911,,,9605786,
South Korea,KOR,1912,,,9719947,
South Korea,KOR,1913,,,9861608,
South Korea,KOR,1914,,,10005320,
South Korea,KOR,1915,,,10151112,
South Korea,KOR,1916,,,10299015,
South Korea,KOR,1917,,,10449058,
South Korea,KOR,1918,,,10613659,
South Korea,KOR,1919,,,10782444,
South Korea,KOR,1920,,,10955505,
South Korea,KOR,1921,,,11132936,
South Korea,KOR,1922,,,11314833,
South Korea,KOR,1923,,,11501294,
South Korea,KOR,1924,,,11690828,
South Korea,KOR,1925,,,11883485,
South Korea,KOR,1926,,,12079317,
South Korea,KOR,1927,,,12278377,
South Korea,KOR,1928,,,12480716,
South Korea,KOR,1929,,,12674274,
South Korea,KOR,1930,,,12858761,
South Korea,KOR,1931,,,13033884,
South Korea,KOR,1932,,,13199344,
South Korea,KOR,1933,,,13354832,
South Korea,KOR,1934,,,13512151,
South Korea,KOR,1935,,,13671324,
South Korea,KOR,1936,,,13832372,
South Korea,KOR,1937,,,13995317,
South Korea,KOR,1938,,,14160182,
South Korea,KOR,1939,,,14377584,
South Korea,KOR,1940,,,14649622,
South Korea,KOR,1941,,,14978462,
South Korea,KOR,1942,,,15366340,
South Korea,KOR,1943,,,15815563,
South Korea,KOR,1944,,,16277919,
South Korea,KOR,1945,,,16753792,
South Korea,KOR,1946,,,17243577,
South Korea,KOR,1947,,,17747680,
South Korea,KOR,1948,,,18266520,
South Korea,KOR,1949,,,18754984,
South Korea,KOR,1950,,,19211387,
South Korea,KOR,1951,,,19452640,
South Korea,KOR,1952,,,19817775,
South Korea,KOR,1953,,,20293200,
South Korea,KOR,1954,,,20864104,
South Korea,KOR,1955,,,21514564,
South Korea,KOR,1956,,,22227339,
South Korea,KOR,1957,,,22984010,
South Korea,KOR,1958,,,23765501,
South Korea,KOR,1959,,,24552846,
South Korea,KOR,1960,55.41553497,,25329521,
South Korea,KOR,1961,56.0149765,,26084025,
South Korea,KOR,1962,56.51231766,,26812084,
South Korea,KOR,1963,56.97061157,,27517540,
South Korea,KOR,1964,57.4409256,,28209737,
South Korea,KOR,1965,57.96829224,,28895557,
South Korea,KOR,1966,58.57517242,,29572554,
South Korea,KOR,1967,59.24146271,,30236691,
South Korea,KOR,1968,59.9446106,,30891968,
South Korea,KOR,1969,60.67502594,,31543831,
South Korea,KOR,1970,62.163414,,32195679,
South Korea,KOR,1971,62.61219406,,32850725,
South Korea,KOR,1972,63.009758,,33506521,
South Korea,KOR,1973,63.40731812,,34154091,
South Korea,KOR,1974,63.80487823,,34780886,
South Korea,KOR,1975,64.15365601,,35378657,
South Korea,KOR,1976,64.50244141,,35942033,
South Korea,KOR,1977,64.90000153,,36475425,
South Korea,KOR,1978,65.19756317,,36992188,
South Korea,KOR,1979,65.54634094,,37511303,
South Korea,KOR,1980,66.04634094,,38045605,
South Korea,KOR,1981,66.54634094,,38602287,
South Korea,KOR,1982,67.09512329,,39175221,
South Korea,KOR,1983,67.54634094,,39747794,
South Korea,KOR,1984,68.19512177,,40296230,
South Korea,KOR,1985,68.79512024,,40804406,
South Korea,KOR,1986,69.44634247,,41265123,
South Korea,KOR,1987,69.99755859,,41686566,
South Korea,KOR,1988,70.54878235,,42086668,
South Korea,KOR,1989,71.04878235,,42491200,
South Korea,KOR,1990,71.5975647,,42918416,
South Korea,KOR,1991,72.04634094,,43373148,
South Korea,KOR,1992,72.49755859,,43848223,
South Korea,KOR,1993,72.99755859,,44335037,
South Korea,KOR,1994,73.39756012,,44820070,
South Korea,KOR,1995,73.69999695,,45292521,
South Korea,KOR,1996,74.15122223,,45751023,
South Korea,KOR,1997,74.60243988,,46196056,
South Korea,KOR,1998,75.00487518,,46620698,
South Korea,KOR,1999,75.40975952,,47016952,
South Korea,KOR,2000,75.90975952,716.9293823,47379237,
South Korea,KOR,2001,76.4121933,866.6920776,47706226,
South Korea,KOR,2002,76.76585388,884.5716553,47999551,
South Korea,KOR,2003,77.21463776,969.53479,48260901,
South Korea,KOR,2004,77.66585541,1034.135742,48493434,
South Korea,KOR,2005,78.16828918,1150.74939,48701069,
South Korea,KOR,2006,78.66828918,1316.675781,48880449,
South Korea,KOR,2007,79.11951447,1475.258423,49034813,
South Korea,KOR,2008,79.51707458,1612.57959,49182458,
South Korea,KOR,2009,79.96829224,1706.132324,49347450,
South Korea,KOR,2010,80.11707306,1878.976563,49545638,
South Korea,KOR,2011,80.56829071,1961.464111,49786153,
South Korea,KOR,2012,80.81951141,2063.654053,50060639,
South Korea,KOR,2013,81.27072906,2143.083252,50345720,
South Korea,KOR,2014,81.72195435,2293.312988,50607904,
South Korea,KOR,2015,82.02439117,2531.058105,50823087,Asia
South Korea,KOR,2016,82.27561188,2748.954102,50983446,
South Korea,KOR,2017,82.62683105,2925.947266,51096408,
South Korea,KOR,2018,82.62683105,3232.415039,51171700,
South Korea,KOR,2019,83.22682953,3521.326172,51225321,
South Korea,KOR,2020,83.42682648,,51269183,
South Korea,KOR,2021,,,51305184,
Sweden,SWE,1900,,,5120942,
Sweden,SWE,1901,,,5154417,
Sweden,SWE,1902,,,5187569,
Sweden,SWE,1903,,,5220392,
Sweden,SWE,1904,,,5253422,
Sweden,SWE,1905,,,5286661,
Sweden,SWE,1906,,,5320111,
Sweden,SWE,1907,,,5353772,
Sweden,SWE,1908,,,5387646,
Sweden,SWE,1909,,,5423117,
Sweden,SWE,1910,,,5460205,
Sweden,SWE,1911,,,5498931,
Sweden,SWE,1912,,,5539316,
Sweden,SWE,1913,,,5581381,
Sweden,SWE,1914,,,5623766,
Sweden,SWE,1915,,,5666472,
Sweden,SWE,1916,,,5709503,
Sweden,SWE,1917,,,5752861,
Sweden,SWE,1918,,,5796427,
Sweden,SWE,1919,,,5836421,
Sweden,SWE,1920,,,5872799,
Sweden,SWE,1921,,,5905517,
Sweden,SWE,1922,,,5934531,
Sweden,SWE,1923,,,5959795,
Sweden,SWE,1924,,,5985167,
Sweden,SWE,1925,,,6010647,
Sweden,SWE,1926,,,6036236,
Sweden,SWE,1927,,,6061933,
Sweden,SWE,1928,,,6087740,
Sweden,SWE,1929,,,6112863,
Sweden,SWE,1930,,,6137296,
Sweden,SWE,1931,,,6161033,
Sweden,SWE,1932,,,6184069,
Sweden,SWE,1933,,,6206397,
Sweden,SWE,1934,,,6228806,
Sweden,SWE,1935,,,6251296,
Sweden,SWE,1936,,,6273868,
Sweden,SWE,1937,,,6296520,
Sweden,SWE,1938,,,6319255,
Sweden,SWE,1939,,,6350077,
Sweden,SWE,1940,,,6389096,
Sweden,SWE,1941,,,6436420,
Sweden,SWE,1942,,,6492162,
Sweden,SWE,1943,,,6556432,
Sweden,SWE,1944,,,6621338,
Sweden,SWE,1945,,,6686887,
Sweden,SWE,1946,,,6753085,
Sweden,SWE,1947,,,6819938,
Sweden,SWE,1948,,,6887453,
Sweden,SWE,1949,,,6950802,
Sweden,SWE,1950,,,7009913,
Sweden,SWE,1951,,,7073227,
Sweden,SWE,1952,,,7127517,
Sweden,SWE,1953,,,7175673,
Sweden,SWE,1954,,,7220064,
Sweden,SWE,1955,,,7262625,
Sweden,SWE,1956,,,7304770,
Sweden,SWE,1957,,,7347475,
Sweden,SWE,1958,,,7391243,
Sweden,SWE,1959,,,7436260,
Sweden,SWE,1960,73.0056076,,7482536,
Sweden,SWE,1961,73.47438812,,7530183,
Sweden,SWE,1962,73.35048676,,7579570,
Sweden,SWE,1963,73.55536652,,7631453,
Sweden,SWE,1964,73.73316956,,7686735,
Sweden,SWE,1965,73.86170959,,7745678,
Sweden,SWE,1966,74.07853699,,7809085,
Sweden,SWE,1967,74.12243652,,7875902,
Sweden,SWE,1968,73.97292328,,7942311,
Sweden,SWE,1969,74.08487701,,8003186,
Sweden,SWE,1970,74.6492691,,8054909,
Sweden,SWE,1971,74.62390137,,8095798,
Sweden,SWE,1972,74.7180481,,8127045,
Sweden,SWE,1973,74.8673172,,8151598,
Sweden,SWE,1974,74.98048401,,8173961,
Sweden,SWE,1975,74.9846344,,8197341,
Sweden,SWE,1976,74.9692688,,8223246,
Sweden,SWE,1977,75.37975311,,8250691,
Sweden,SWE,1978,75.46902466,,8277422,
Sweden,SWE,1979,75.52414703,,8299995,
Sweden,SWE,1980,75.74097443,,8316331,
Sweden,SWE,1981,76.02610016,,8325493,
Sweden,SWE,1982,76.32731628,,8329428,
Sweden,SWE,1983,76.55170441,,8332441,
Sweden,SWE,1984,76.81585693,,8340443,
Sweden,SWE,1985,76.66780853,,8357650,
Sweden,SWE,1986,76.93122101,,8384986,
Sweden,SWE,1987,77.0921936,,8421056,
Sweden,SWE,1988,76.97927094,,8464790,
Sweden,SWE,1989,77.72682953,,8514204,
Sweden,SWE,1990,77.53682709,,8567375,
Sweden,SWE,1991,77.66683197,,8625140,
Sweden,SWE,1992,77.9987793,,8686735,
Sweden,SWE,1993,78.06048584,,8746770,
Sweden,SWE,1994,78.65024567,,8798235,
Sweden,SWE,1995,78.74048615,,8836421,
Sweden,SWE,1996,78.95902252,,8859180,
Sweden,SWE,1997,79.19756317,,8868857,
Sweden,SWE,1998,79.3390274,,8870854,
Sweden,SWE,1999,79.44145966,,8873105,
Sweden,SWE,2000,79.64390564,2173.662598,8881642,
Sweden,SWE,2001,79.79512024,2368.908203,8897802,
Sweden,SWE,2002,79.84634399,2543.59668,8920703,
Sweden,SWE,2003,80.09512329,2648.550293,8951439,
Sweden,SWE,2004,80.49755859,2755.768311,8990653,
Sweden,SWE,2005,80.54634094,2796.842041,9038627,
Sweden,SWE,2006,80.7487793,3045.05249,9096170,
Sweden,SWE,2007,80.90000153,3279.324951,9162941,
Sweden,SWE,2008,81.09999847,3474.288818,9236433,
Sweden,SWE,2009,81.35121918,3551.367188,9313085,
Sweden,SWE,2010,81.45121765,3529.652344,9390157,
Sweden,SWE,2011,81.80243683,4663.241211,9466705,
Sweden,SWE,2012,81.70487976,4896.023438,9542817,
Sweden,SWE,2013,81.95610046,5073.837891,9618016,
Sweden,SWE,2014,82.25366211,5193.200195,9692137,
Sweden,SWE,2015,82.20487976,5333.402344,9764949,Europe
Sweden,SWE,2016,82.30731964,5512.933105,9836003,
Sweden,SWE,2017,82.40975952,5655.699707,9904895,
Sweden,SWE,2018,82.55854034,6077.043457,9971630,
Sweden,SWE,2019,83.10975647,6222.65918,10036391,
Sweden,SWE,2020,82.40731812,,10099270,
Sweden,SWE,2021,,,10160159,
Switzerland,CHE,1900,,,3284773,
Switzerland,CHE,1901,,,3323760,
Switzerland,CHE,1902,,,3364011,
Switzerland,CHE,1903,,,3405550,
Switzerland,CHE,1904,,,3447602,
Switzerland,CHE,1905,,,3490173,
Switzerland,CHE,1906,,,3533270,
Switzerland,CHE,1907,,,3576899,
Switzerland,CHE,1908,,,3621067,
Switzerland,CHE,1909,,,3659307,
Switzerland,CHE,1910,,,3691524,
Switzerland,CHE,1911,,,3717621,
Switzerland,CHE,1912,,,3737498,
Switzerland,CHE,1913,,,3751057,
Switzerland,CHE,1914,,,3764665,
Switzerland,CHE,1915,,,3778322,
Switzerland,CHE,1916,,,3792029,
Switzerland,CHE,1917,,,3805785,
Switzerland,CHE,1918,,,3820013,
Switzerland,CHE,1919,,,3834802,
Switzerland,CHE,1920,,,3850159,
Switzerland,CHE,1921,,,3866086,
Switzerland,CHE,1922,,,3882589,
Switzerland,CHE,1923,,,3899672,
Switzerland,CHE,1924,,,3916830,
Switzerland,CHE,1925,,,3934064,
Switzerland,CHE,1926,,,3951373,
Switzerland,CHE,1927,,,3968759,
Switzerland,CHE,1928,,,3986221,
Switzerland,CHE,1929,,,4003629,
Switzerland,CHE,1930,,,4020984,
Switzerland,CHE,1931,,,4038284,
Switzerland,CHE,1932,,,4055529,
Switzerland,CHE,1933,,,4072717,
Switzerland,CHE,1934,,,4089977,
Switzerland,CHE,1935,,,4107311,
Switzerland,CHE,1936,,,4124719,
Switzerland,CHE,1937,,,4142200,
Switzerland,CHE,1938,,,4159756,
Switzerland,CHE,1939,,,4182688,
Switzerland,CHE,1940,,,4211076,
Switzerland,CHE,1941,,,4245000,
Switzerland,CHE,1942,,,4284539,
Switzerland,CHE,1943,,,4329777,
Switzerland,CHE,1944,,,4375491,
Switzerland,CHE,1945,,,4421689,
Switzerland,CHE,1946,,,4468374,
Switzerland,CHE,1947,,,4515553,
Switzerland,CHE,1948,,,4563229,
Switzerland,CHE,1949,,,4614052,
Switzerland,CHE,1950,,,4668089,
Switzerland,CHE,1951,,,4721916,
Switzerland,CHE,1952,,,4781123,
Switzerland,CHE,1953,,,4841507,
Switzerland,CHE,1954,,,4900462,
Switzerland,CHE,1955,,,4957070,
Switzerland,CHE,1956,,,5012094,
Switzerland,CHE,1957,,,5067973,
Switzerland,CHE,1958,,,5128443,
Switzerland,CHE,1959,,,5198063,
Switzerland,CHE,1960,71.31341553,,5280683,
Switzerland,CHE,1961,71.64487457,,5377764,
Switzerland,CHE,1962,71.19609833,,5487049,
Switzerland,CHE,1963,71.18756104,,5601812,
Switzerland,CHE,1964,72.07780457,,5712708,
Switzerland,CHE,1965,72.20170593,,5812844,
Switzerland,CHE,1966,72.33560944,,5899478,
Switzerland,CHE,1967,72.63658905,,5973940,
Switzerland,CHE,1968,72.59024048,,6038328,
Switzerland,CHE,1969,72.61268616,,6096427,
Switzerland,CHE,1970,73.02024078,,6150848,
Switzerland,CHE,1971,73.13072968,,6202951,
Switzerland,CHE,1972,73.64439392,,6251286,
Switzerland,CHE,1973,73.940979,,6292538,
Switzerland,CHE,1974,74.28707123,,6322006,
Switzerland,CHE,1975,74.66561127,,6337031,
Switzerland,CHE,1976,74.78536224,,6335977,
Switzerland,CHE,1977,75.23805237,,6321816,
Switzerland,CHE,1978,75.18731689,,6302042,
Switzerland,CHE,1979,75.46609497,,6286910,
Switzerland,CHE,1980,75.45926666,,6283833,
Switzerland,CHE,1981,75.69316864,,6295921,
Switzerland,CHE,1982,76.03390503,,6321409,
Switzerland,CHE,1983,76.03121948,,6356743,
Switzerland,CHE,1984,76.60853577,,6396144,
Switzerland,CHE,1985,76.73365784,,6435424,
Switzerland,CHE,1986,76.89902496,,6473047,
Switzerland,CHE,1987,77.19756317,,6510593,
Switzerland,CHE,1988,77.22658539,,6550730,
Switzerland,CHE,1989,77.42121887,,6597360,
Switzerland,CHE,1990,77.24243927,,6652873,
Switzerland,CHE,1991,77.51463318,,6718818,
Switzerland,CHE,1992,77.80609894,,6792906,
Switzerland,CHE,1993,78.0853653,,6868937,
Switzerland,CHE,1994,78.34999847,,6938407,
Switzerland,CHE,1995,78.41707611,,6995519,
Switzerland,CHE,1996,78.89609528,,7038027,
Switzerland,CHE,1997,79.07951355,,7068503,
Switzerland,CHE,1998,79.3243866,,7091775,
Switzerland,CHE,1999,79.58049011,,7115031,
Switzerland,CHE,2000,79.68048859,3362.197998,7143764,
Switzerland,CHE,2001,80.18048859,3591.506104,7179174,
Switzerland,CHE,2002,80.38536835,3839.387451,7220378,
Switzerland,CHE,2003,80.53658295,3936.012695,7268363,
Switzerland,CHE,2004,81.0878067,4119.041992,7323728,
Switzerland,CHE,2005,81.23658752,4189.06543,7386818,
Switzerland,CHE,2006,81.490242,4442.112793,7457961,
Switzerland,CHE,2007,81.74146271,4816.118652,7536986,
Switzerland,CHE,2008,81.99268341,5165.475098,7622826,
Switzerland,CHE,2009,82.04389954,5405.509766,7713902,
Switzerland,CHE,2010,82.24633789,5485.379395,7808674,
Switzerland,CHE,2011,82.69512177,5841.042969,7906988,
Switzerland,CHE,2012,82.69756317,6175.033691,8008006,
Switzerland,CHE,2013,82.79756165,6550.800781,8108876,
Switzerland,CHE,2014,83.19756317,6846.429199,8206003,
Switzerland,CHE,2015,82.89756012,7306.933105,8296775,Europe
Switzerland,CHE,2016,83.60243988,7738.628418,8379915,
Switzerland,CHE,2017,83.55121613,7989.641602,8455797,
Switzerland,CHE,2018,83.75366211,8447.555664,8525614,
Switzerland,CHE,2019,83.90487671,8532.496094,8591361,
Switzerland,CHE,2020,83.09999847,,8654618,
Switzerland,CHE,2021,,,8715494,
United Kingdom,GBR,1900,,,41433090,
United Kingdom,GBR,1901,,,41812672,
United Kingdom,GBR,1902,,,42190750,
United Kingdom,GBR,1903,,,42567265,
United Kingdom,GBR,1904,,,42947139,
United Kingdom,GBR,1905,,,43330403,
United Kingdom,GBR,1906,,,43717085,
United Kingdom,GBR,1907,,,44107218,
United Kingdom,GBR,1908,,,44500831,
United Kingdom,GBR,1909,,,44856102,
United Kingdom,GBR,1910,,,45172503,
United Kingdom,GBR,1911,,,45449499,
United Kingdom,GBR,1912,,,45686552,
United Kingdom,GBR,1913,,,45883117,
United Kingdom,GBR,1914,,,46080527,
United Kingdom,GBR,1915,,,46278785,
United Kingdom,GBR,1916,,,46477896,
United Kingdom,GBR,1917,,,46677862,
United Kingdom,GBR,1918,,,46872154,
United Kingdom,GBR,1919,,,47008451,
United Kingdom,GBR,1920,,,47086632,
United Kingdom,GBR,1921,,,47106576,
United Kingdom,GBR,1922,,,47068160,
United Kingdom,GBR,1923,,,46971263,
United Kingdom,GBR,1924,,,46874566,
United Kingdom,GBR,1925,,,46778068,
United Kingdom,GBR,1926,,,46681768,
United Kingdom,GBR,1927,,,46585667,
United Kingdom,GBR,1928,,,46489763,
United Kingdom,GBR,1929,,,46459696,
United Kingdom,GBR,1930,,,46495659,
United Kingdom,GBR,1931,,,46597850,
United Kingdom,GBR,1932,,,46766464,
United Kingdom,GBR,1933,,,47001700,
United Kingdom,GBR,1934,,,47238120,
United Kingdom,GBR,1935,,,47475729,
United Kingdom,GBR,1936,,,47714534,
United Kingdom,GBR,1937,,,47954539,
United Kingdom,GBR,1938,,,48195752,
United Kingdom,GBR,1939,,,48426919,
United Kingdom,GBR,1940,,,48647946,
United Kingdom,GBR,1941,,,48858739,
United Kingdom,GBR,1942,,,49059203,
United Kingdom,GBR,1943,,,49249240,
United Kingdom,GBR,1944,,,49440013,
United Kingdom,GBR,1945,,,49631526,
United Kingdom,GBR,1946,,,49823780,
United Kingdom,GBR,1947,,,50016779,
United Kingdom,GBR,1948,,,50210526,
United Kingdom,GBR,1949,,,50410257,
